# Resultados de ejecución para Posix
# Formato: N P Tiempo(µs)

100 1      1354
100 1      1090
100 1       840
100 1      1176
100 1      1583
100 1       732
100 1       734
100 1       766
100 1      1162
100 1       813
100 1       851
100 1      1063
100 1       754
100 1       831
100 1       643
100 1       864
100 1       728
100 1       775
100 1       897
100 1      1021
100 1      1142
100 1      1050
100 1      1117
100 1      1186
100 1      1297
100 1      1017
100 1       735
100 1       769
100 1       896
100 1       859
100 2       715
100 2       647
100 2       857
100 2       844
100 2       779
100 2      1038
100 2       857
100 2       810
100 2       719
100 2       736
100 2       689
100 2       789
100 2       527
100 2       489
100 2       436
100 2       732
100 2       598
100 2       538
100 2       481
100 2       532
100 2       573
100 2       531
100 2       545
100 2       494
100 2       656
100 2       518
100 2       473
100 2       521
100 2       482
100 2       552
100 4       373
100 4       340
100 4       344
100 4       519
100 4       330
100 4       488
100 4       378
100 4       357
100 4       327
100 4       468
100 4       441
100 4       713
100 4       430
100 4       381
100 4       358
100 4       633
100 4       607
100 4       431
100 4       546
100 4       472
100 4       447
100 4       360
100 4       589
100 4       460
100 4       453
100 4       456
100 4       371
100 4       520
100 4       453
100 4       694
200 1      5151
200 1      5239
200 1      4792
200 1      5053
200 1      4690
200 1      5725
200 1      4635
200 1      4445
200 1      4650
200 1      4546
200 1      4613
200 1      4783
200 1      5626
200 1      4552
200 1      4488
200 1      4552
200 1      5047
200 1      4690
200 1      4497
200 1      5866
200 1      4821
200 1      4480
200 1      4443
200 1      4455
200 1      5220
200 1      4532
200 1      5792
200 1      4674
200 1      4526
200 1      4528
200 2      3512
200 2      3531
200 2      3202
200 2      3111
200 2      3435
200 2      2663
200 2      2758
200 2      3085
200 2      3128
200 2      3358
200 2      2416
200 2      3694
200 2      3562
200 2      3350
200 2      3234
200 2      2885
200 2      2571
200 2      2891
200 2      2680
200 2      3533
200 2      3278
200 2      3807
200 2      4038
200 2      6963
200 2      4122
200 2      2656
200 2      2408
200 2      2435
200 2      2865
200 2      2384
200 4      1400
200 4      2285
200 4      2325
200 4      3996
200 4      4391
200 4      1636
200 4      1396
200 4      2480
200 4      2012
200 4      1401
200 4      2154
200 4      2501
200 4      2195
200 4      2178
200 4      2755
200 4      2681
200 4      1652
200 4      4492
200 4      2147
200 4      2466
200 4      2320
200 4      2367
200 4      2374
200 4      2526
200 4      4502
200 4      6119
200 4      3851
200 4      2546
200 4      3266
200 4      4530
400 1     44938
400 1     39832
400 1     40514
400 1     37399
400 1     38303
400 1     38103
400 1     35858
400 1     37846
400 1     37801
400 1     36166
400 1     37219
400 1     34484
400 1     39280
400 1     40124
400 1     37474
400 1     39550
400 1     39442
400 1     36476
400 1     38109
400 1     41987
400 1     39969
400 1     37969
400 1     41984
400 1     37350
400 1     38675
400 1     38486
400 1     35637
400 1     37352
400 1     35400
400 1     38896
400 2     20179
400 2     17283
400 2     19656
400 2     18382
400 2     18187
400 2     18135
400 2     18296
400 2     18247
400 2     17728
400 2     18170
400 2     19687
400 2     18227
400 2     18364
400 2     17642
400 2     18606
400 2     18489
400 2     18426
400 2     18872
400 2     18146
400 2     18799
400 2     21331
400 2     18595
400 2     19188
400 2     20141
400 2     20497
400 2     40170
400 2     18798
400 2     19034
400 2     18460
400 2     18043
400 4     13379
400 4      9442
400 4     10499
400 4     11380
400 4      9773
400 4      9352
400 4      9318
400 4      9566
400 4      9609
400 4      9815
400 4      9044
400 4     10225
400 4      9247
400 4     14101
400 4     10912
400 4     10234
400 4     10247
400 4      9380
400 4     13775
400 4      9764
400 4     11595
400 4     10489
400 4     11057
400 4     10384
400 4      9330
400 4     10450
400 4     12183
400 4     17512
400 4      9379
400 4     10508
600 1    163731
600 1    150630
600 1    162264
600 1    158935
600 1    165074
600 1    164070
600 1    154743
600 1    171758
600 1    147657
600 1    158391
600 1    156790
600 1    174676
600 1    148747
600 1    160362
600 1    174309
600 1    164518
600 1    161552
600 1    155511
600 1    143400
600 1    157404
600 1    142667
600 1    146675
600 1    141820
600 1    152731
600 1    160323
600 1    157798
600 1    154112
600 1    160092
600 1    145986
600 1    141517
600 2     71289
600 2     69908
600 2     73716
600 2     80539
600 2     71728
600 2     69697
600 2     82549
600 2     93536
600 2     83398
600 2     82085
600 2     75185
600 2     68960
600 2     70578
600 2     67791
600 2     75213
600 2     82314
600 2     76364
600 2     76810
600 2     79144
600 2     71488
600 2     75900
600 2     74623
600 2     81344
600 2     78612
600 2     76467
600 2     76358
600 2     84149
600 2     81246
600 2     81536
600 2     71662
600 4     43498
600 4     40953
600 4     41138
600 4     39988
600 4     39484
600 4     46976
600 4     43984
600 4     42931
600 4     42839
600 4     51291
600 4     44262
600 4     43082
600 4     45218
600 4     55603
600 4     73236
600 4     42281
600 4     44950
600 4     41900
600 4     41665
600 4     42875
600 4     43066
600 4     41970
600 4     43389
600 4     42482
600 4     43889
600 4     44047
600 4     44471
600 4     42607
600 4     44328
600 4     47075
1200 1   3203771
1200 1   2714573
1200 1   3204148
1200 1   2883820
1200 1   4530832
1200 1   3910277
1200 1   3587236
1200 1   2968043
1200 1   3255771
1200 1   3395306
1200 1   2971270
1200 1   2861492
1200 1   3373959
1200 1   3839660
1200 1   4917924
1200 1   3439850
1200 1   3155201
1200 1   2886732
1200 1   3229521
1200 1   3126546
1200 1   3042185
1200 1   2903487
1200 1   2851116
1200 1   2878013
1200 1   2503755
1200 1   2433809
1200 1   2427707
1200 1   2745884
1200 1   2503152
1200 1   2471581
1200 2   1483341
1200 2   1414787
1200 2   1419701
1200 2   1524531
1200 2   1362501
1200 2   1340088
1200 2   1377438
1200 2   1344748
1200 2   1514771
1200 2   1471790
1200 2   1581882
1200 2   1662619
1200 2   1400626
1200 2   2019031
1200 2   1607502
1200 2   1560657
1200 2   1545323
1200 2   1629668
1200 2   1652527
1200 2   1618362
1200 2   1420105
1200 2   1369270
1200 2   1363312
1200 2   1358364
1200 2   1377566
1200 2   1342159
1200 2   1345272
1200 2   1369568
1200 2   1408940
1200 2   1414533
1200 4    692800
1200 4    763071
1200 4    883780
1200 4    729547
1200 4    706208
1200 4    924934
1200 4    840581
1200 4    961510
1200 4    775424
1200 4   1028327
1200 4   1121306
1200 4    792274
1200 4    898817
1200 4   1351678
1200 4   1128563
1200 4   1032639
1200 4    802087
1200 4    885330
1200 4    823440
1200 4    827036
1200 4    739793
1200 4    722225
1200 4    728375
1200 4    781423
1200 4    833611
1200 4    766065
1200 4    711625
1200 4    829473
1200 4    963643
1200 4   1045856
2400 1  55494496
2400 1  53502633
2400 1  52146434
2400 1  55505387
2400 1  54076263
2400 1  52295671
2400 1  51458869
2400 1  52168345
2400 1  51671870
2400 1  51136258
2400 1  50915702
2400 1  69593403
2400 1  54339843
2400 1  55623975
2400 1  55365446
2400 1  60380540
2400 1  57500135
2400 1  55342756
2400 1  59482371
2400 1  53932180
2400 1  53530182
2400 1  55286101
2400 1  55051677
2400 1  63740060
2400 1  59704399
2400 1  57701071
2400 1 110973085
2400 1 186620769
2400 1 131970441
2400 1 144623674
2400 2  71030703
2400 2 104152920
2400 2  99939639
2400 2  30148089
2400 2 103732996
2400 2  84233916
2400 2  88614097
2400 2  97975413
2400 2  71213215
2400 2  53201834
2400 2 128975168
2400 2  87245781
2400 2 116558078
2400 2  88385801
2400 2  60391129
2400 2  81452186
2400 2 130806776
2400 2  83243889
2400 2  29310410
2400 2  29910962
2400 2  28740210
2400 2  29052378
2400 2  29294796
2400 2  28607772
2400 2  28385827
2400 2  29341702
2400 2  28658171
2400 2  29115095
2400 2  28453957
2400 2  29029950
2400 4  17981468
2400 4  21397705
2400 4  35530030
2400 4  33309055
2400 4  38801604
2400 4  40120146
2400 4 451731614
2400 4  19617337
2400 4  17618152
2400 4  19880112
2400 4  20376748
2400 4  21215360
2400 4  17242382
